"";"ph2m";"pl2m";"m2p";"e2p";"PC";"P(H)";"P(L)";"PCI";"PI";"HT";"HT(inf)";"HT(ch)";"HT(ad)";"EN";"HT(tot)";"DEV"
"159";3,96079958882183e-05;0,000123575258301571;0,000378290924825706;0,000223677370231599;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"160";0,000151754138176329;0,000189089063322172;4,22758514760062e-05;0,000166617243550718;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"161";0,000199931554845534;0,000424832469201647;0,000133759512216784;3,31113392021507e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"162";0,000325747671653517;0,000292337717488408;8,04082916583866e-05;4,49311272241175e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"163";0,000207855537883006;6,43289734143764e-05;4,69924801727757e-05;0,000457115189288743;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"164";8,29645622288808e-05;3,09817113447934e-05;0,000226431740797125;0,000406664354959503;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"165";5,05749785806984e-05;0,000252171169500798;0,00019450246647466;5,24488601367921e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"166";0,000314771920209751;0,000116455276496708;2,39513786509633e-05;9,86674680607393e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"167";0,000221127975732088;5,11332165915519e-05;7,8186537255533e-05;0,000179721461143345;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"168";0,000475991255138069;9,18069804320112e-05;5,82802533172071e-05;0,000166902166907676;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
